split_id,seed,qnn_date_groups,constant_score_groups,mean_score_std,min_unique_scores,max_unique_scores,roc_auc,balanced_accuracy,f1,precision_at_3,rank_ic,train_seconds,inference_seconds,shot_score_correlation,shot_mean_abs_score_diff,shot_ranking_flip_rate,epochs_ran,best_validation_loss,selected_features,any_undefined_metric
split_00_2018-12,42,4,0,0.1334600762892238,11,11,0.3611111111111111,0.4166666666666667,0.4166666666666667,0.1666666666666666,-0.2545454545454546,8.433228624984622,0.1264893329935148,0.9764230768327492,0.0197043925100185,0.0,4,0.7490896706984633,"ret_1d,ret_20d,vol_20d,month_cos",False
split_01_2019-01,42,4,0,0.04562176306206614,11,11,0.4236111111111111,0.5,0.5,0.3333333333333333,-0.0249999999999999,11.353408458002376,0.1264327920216601,0.8979414773262939,0.0268331579522359,0.1481481481481481,5,0.6959988364133965,"ret_1d,volume_ratio_20d,weekday_cos,month_cos",False
split_02_2019-02,42,4,0,0.0010453410226268123,11,11,0.4652777777777778,0.4166666666666667,0.4166666666666667,0.25,0.0590909090909091,10.118199499993352,0.1304128339979797,-0.4807008039857763,0.0259321272537573,0.7142857142857143,4,0.698514327207299,"ret_1d,volume_ratio_20d,weekday_cos,month_cos",False
split_03_2019-03,42,4,4,0.0,1,1,,,,0.1666666666666666,,11.036288542003604,0.1280197910091374,-0.6487858482758984,0.0202007303151906,0.7692307692307693,4,0.6933426019205711,"ret_1d,weekday_cos,month_sin,month_cos",True
