split_id,seed,qnn_date_groups,constant_score_groups,mean_score_std,min_unique_scores,max_unique_scores,roc_auc,balanced_accuracy,f1,precision_at_3,rank_ic,train_seconds,inference_seconds,shot_score_correlation,shot_mean_abs_score_diff,shot_ranking_flip_rate,epochs_ran,best_validation_loss,selected_features,any_undefined_metric
split_00_2018-12,42,4,0,0.22537761053617952,11,11,0.4305555555555556,0.5,0.5,0.1666666666666666,-0.0886363636363636,21.17562891700072,0.1288957080105319,0.994977025187108,0.0219003030182464,0.0384615384615384,10,0.7180012297611662,"ret_1d,ret_20d,volume_ratio_20d,relative_strength_20d",False
split_01_2019-01,42,4,0,0.2470407928971707,11,11,0.5138888888888888,0.5833333333333334,0.5833333333333334,0.4166666666666666,0.0136363636363636,23.114291875011983,0.12781062501017,0.9968769007245216,0.023241033577479,0.0357142857142857,10,0.7425183076027072,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d",False
split_02_2019-02,42,4,0,0.29390400332226885,11,11,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,-0.0227272727272727,14.9008757090196,0.1279392080032266,0.9941281003728754,0.030669875463049,0.0,6,0.6884304793088829,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d",False
split_03_2019-03,42,4,0,0.24272294795351834,11,11,0.4583333333333333,0.5,0.5,0.1666666666666666,-0.1,30.074431917018956,0.1280861670093145,0.993162558829062,0.0203238186729436,0.1071428571428571,10,0.71428117423827,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d",False
