split_id,seed,model,n_qubits,n_layers,trainable_parameter_count,train_seconds,inference_seconds,simulation_mode,shots,shot_sensitivity_samples,shot_sensitivity_shots,shot_score_correlation,shot_mean_abs_score_diff,shot_ranking_flip_rate,epochs_ran,best_validation_loss,selected_features
split_00_2018-12,42,pennylane_qnn,4,1,13,21.175628917000722,0.12889570801053196,analytic_default_qubit,analytic,8,1024,0.994977025187108,0.021900303018246456,0.038461538461538464,10,0.7180012297611662,"ret_1d,ret_20d,volume_ratio_20d,relative_strength_20d"
split_01_2019-01,42,pennylane_qnn,4,1,13,23.114291875011986,0.12781062501017004,analytic_default_qubit,analytic,8,1024,0.9968769007245215,0.02324103357747908,0.03571428571428571,10,0.7425183076027072,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d"
split_02_2019-02,42,pennylane_qnn,4,1,13,14.900875709019601,0.12793920800322667,analytic_default_qubit,analytic,8,1024,0.9941281003728754,0.030669875463049036,0.0,6,0.6884304793088829,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d"
split_03_2019-03,42,pennylane_qnn,4,1,13,30.074431917018956,0.12808616700931452,analytic_default_qubit,analytic,8,1024,0.9931625588290621,0.020323818672943653,0.10714285714285714,10,0.71428117423827,"ret_1d,volume_ratio_5d,volume_ratio_20d,relative_strength_20d"
