model,num_seeds,rank_ic_mean,rank_ic_std,rank_ic_nan_count,portfolio_net_return_seed_min,portfolio_net_return_seed_max,portfolio_net_return_seed_range
logistic_regression,1,0.06818181818181823,0.2043180554150686,0,0.005936762305001437,0.005936762305001437,0.0
naive_momentum,1,-0.05397727272727269,0.13887057960125274,0,0.0039829326169112875,0.0039829326169112875,0.0
pennylane_qnn,1,-0.049431818181818174,0.05411366340854323,0,0.005765326408407631,0.005765326408407631,0.0
random_forest,1,-0.038603970104090175,0.18875307488793422,0,0.004361109275001063,0.004361109275001063,0.0
rbf_svm,1,0.0653409090909091,0.08865335889901256,0,0.006179297592451211,0.006179297592451211,0.0
ridge_linear,1,0.07102272727272729,0.2143715187976829,0,0.0066173379329500055,0.0066173379329500055,0.0
small_mlp,1,-0.08693181818181814,0.08431328091613426,0,0.004707732471880737,0.004707732471880737,0.0
xgboost,1,-0.017535168319142987,0.17903698103422738,0,0.006751029143830736,0.006751029143830736,0.0
